chembl_id,pred_sig_0.1,pred_sig_0.2,pred_sig_0.3,pred_sig_0.4,pred_sig_0.5,pred_sig_0.6,pred_sig_0.7
CHEMBL2,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL4,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL5,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL6246,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL204021,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL403,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL6259,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL6273,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL6209,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL6231,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL269538,1.0,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL6615,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL6318,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL405,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL6622,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL6437,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL6731,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL263881,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL11,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL406,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL407,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL409,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL266979,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL13,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL6378,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL266195,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL538393,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL7075,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL7301,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL411,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL267936,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL14,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL16,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL269732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL414,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL415,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL7010,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL7303,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL416,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL17,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL6607,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL18,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL417,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL19,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL20,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL419,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL21,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL420,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL22,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL6966,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL6466,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL23,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL24,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL25,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL422,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL26,Undefined,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL423,Undefined,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL424,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL27,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL6995,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL427,Undefined,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL7002,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL428,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL30,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL269277,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL33,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL7467,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL7492,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL433,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL266497,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL404519,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL36,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL7679,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL440,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL441,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL442,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL38,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL39,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL7413,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL40,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL41,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL7257,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL444,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL42,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL445,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL7568,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL7728,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL449,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL7863,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL450,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL267719,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL451,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL266349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL452,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL268869,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL454,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL455,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL43,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL7797,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL429405,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL456,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL44,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL7549,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL7643,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL457,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL45,1.0,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL8085,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL7890,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL266510,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL8184,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL46,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL8145,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL7983,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL8148,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL8030,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL8412,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL49,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL8260,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL51,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL8273,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL459,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL460,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL53,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL54,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL8425,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL55,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL274119,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL463,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL8514,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL57,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL8659,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL8706,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL267476,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL8846,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL8759,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL465,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL59,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL267930,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL267473,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL267044,Undefined,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL8809,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL8946,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL267723,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL267932,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL467,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL267227,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL61,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL8965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL63,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL9298,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL64,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL468,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL469,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL65,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL9194,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL9509,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL274826,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL67,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL428479,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL9116,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL9324,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL471,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL9506,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL9419,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL9514,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL472,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL9484,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL417975,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL275528,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL268254,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL476,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL477,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL9440,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL478,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL480,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL481,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL70,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL485,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL71,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL72,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL487,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL488,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL489,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL264214,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL74,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL9861,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL76,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL490,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL77,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL416146,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL10085,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL79,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL10188,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL9967,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL10316,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL491,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL10247,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL9960,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL10272,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL492,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL80,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL81,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL83,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL493,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL273264,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL274070,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL269455,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL10445,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL273862,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL10413,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL494,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL84,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL10372,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL273910,1.0,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL85,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL10758,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL428880,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL86,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL10634,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL428647,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL415247,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL495,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL496,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL10878,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL498,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL499,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL500,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL11417,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL11252,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL276832,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL274185,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL11672,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL267345,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL90,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL91,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL275739,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL11608,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL92,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL273124,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL93,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL94,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL274323,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL95,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL502,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL12198,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL11298,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL12089,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL12213,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL11662,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL267770,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL12610,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL11978,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL269644,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL12420,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL504,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL275742,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL12131,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL12543,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL12806,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL275758,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL505,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL12531,1.0,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL506,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL273386,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL12552,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL12318,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL12261,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL12394,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL275803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL509,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL12208,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL12608,Undefined,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL269646,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL276443,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL275446,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL511,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL267777,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL513,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL12948,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL514,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL96,1.0,1.0,1.0,1.0,1.0,Undefined,Undefined
CHEMBL12314,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL275707,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL515,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL516,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL12856,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL517,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL417799,Undefined,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL273453,0.0,0.0,0.0,0.0,0.0,0.0,Undefined
CHEMBL13134,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL12831,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL98,1.0,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL267648,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL99,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL276177,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL13178,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL275040,1.0,1.0,1.0,1.0,Undefined,Undefined,Undefined
CHEMBL521,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL13341,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL13209,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL523,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL13291,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL524,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL528,Undefined,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL273481,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
CHEMBL13324,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL275459,1.0,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL100,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL268501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL530,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL532,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL269446,0.0,0.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL533,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL103,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL14012,0.0,0.0,0.0,0.0,0.0,Undefined,Undefined
CHEMBL13817,1.0,1.0,1.0,1.0,1.0,1.0,Undefined
CHEMBL13828,1.0,1.0,1.0,Undefined,Undefined,Undefined,Undefined
CHEMBL276711,0.0,0.0,0.0,0.0,Undefined,Undefined,Undefined
CHEMBL274654,1.0,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL13608,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHEMBL534,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL13852,Undefined,1.0,Undefined,Undefined,Undefined,Undefined,Undefined
CHEMBL535,0.0,0.0,0.0,Undefined,Undefined,Undefined,Undefined
